logged_in,count,srv_count,dst_host_count,dst_host_same_src_port_rate,target
0.0,0.0,0.0,0.23622047244094488,0.02,0
0.0,0.9980392156862745,0.9980392156862745,1.0,1.0,1
0.0,0.47058823529411764,0.021568627450980392,1.0,0.0,1
0.0,0.9980392156862745,0.9980392156862745,1.0,1.0,1
0.0,0.49019607843137253,0.029411764705882353,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.0,0.0,0.011811023622047244,0.25,0
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.5137254901960784,0.01568627450980392,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.5215686274509804,0.027450980392156862,1.0,0.0,1
0.0,0.2529411764705882,0.00784313725490196,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
1.0,0.00784313725490196,0.00784313725490196,1.0,0.0,0
0.0,0.2607843137254902,0.00980392156862745,1.0,0.0,1
0.0,0.4666666666666667,0.0196078431372549,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.9980392156862745,0.9980392156862745,1.0,1.0,1
0.0,0.46862745098039216,0.027450980392156862,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.00196078431372549,0.0058823529411764705,0.1062992125984252,0.07,0
0.0,0.5235294117647059,0.03529411764705882,1.0,0.0,1
0.0,0.0,0.0,0.1141732283464567,0.03,0
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
1.0,0.00784313725490196,0.00784313725490196,0.047244094488188976,0.08,0
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.48823529411764705,0.03725490196078431,1.0,0.0,1
0.0,0.996078431372549,0.996078431372549,1.0,1.0,1
0.0,0.9980392156862745,0.9980392156862745,1.0,1.0,1
1.0,0.00784313725490196,0.00784313725490196,0.0984251968503937,0.04,0
1.0,0.0392156862745098,0.043137254901960784,0.41732283464566927,0.01,0
0.0,0.44313725490196076,0.025490196078431372,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.2823529411764706,0.03137254901960784,1.0,0.0,1
0.0,0.9431372549019608,0.9431372549019608,1.0,1.0,1
0.0,0.5274509803921569,0.021568627450980392,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.0,0.0,1.0,1.0,0
0.0,1.0,1.0,1.0,1.0,1
0.0,0.20980392156862746,0.0196078431372549,1.0,0.0,1
0.0,0.2196078431372549,0.023529411764705882,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
1.0,0.027450980392156862,0.027450980392156862,1.0,0.0,0
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.8529411764705882,0.8529411764705882,1.0,1.0,1
0.0,0.903921568627451,0.903921568627451,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.9980392156862745,0.9980392156862745,1.0,1.0,1
0.0,0.29215686274509806,0.03725490196078431,1.0,0.0,1
0.0,0.39019607843137255,0.0196078431372549,1.0,0.0,1
0.0,0.4666666666666667,0.03529411764705882,1.0,0.0,1
0.0,0.8862745098039215,0.8862745098039215,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.8862745098039215,0.8862745098039215,1.0,1.0,1
0.0,0.24705882352941178,0.0196078431372549,1.0,0.0,1
0.0,0.40588235294117647,0.0058823529411764705,1.0,0.0,1
0.0,0.5058823529411764,0.0058823529411764705,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
1.0,0.023529411764705882,0.07254901960784314,1.0,0.0,0
0.0,0.44901960784313727,0.01764705882352941,1.0,0.0,1
0.0,0.996078431372549,0.996078431372549,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.996078431372549,0.996078431372549,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
1.0,0.01568627450980392,0.01568627450980392,0.468503937007874,0.01,0
1.0,0.01568627450980392,0.021568627450980392,0.03543307086614173,0.1,0
0.0,0.28823529411764703,0.03333333333333333,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.00196078431372549,0.00196078431372549,1.0,0.01,0
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.9294117647058824,0.9294117647058824,1.0,1.0,1
0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,1.0,1.0,1.0,1
1.0,0.00196078431372549,0.00196078431372549,0.7440944881889764,0.01,0
0.0,0.5176470588235295,0.029411764705882353,1.0,0.0,1
1.0,0.0,0.047058823529411764,0.4645669291338583,0.01,0
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.24509803921568626,0.00784313725490196,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.21372549019607842,0.0196078431372549,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
1.0,0.023529411764705882,0.023529411764705882,0.9606299212598425,0.01,0
0.0,0.06862745098039216,0.013725490196078431,1.0,0.0,1
0.0,0.9980392156862745,0.9980392156862745,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.9980392156862745,0.9980392156862745,1.0,1.0,1
0.0,0.41568627450980394,0.011764705882352941,1.0,0.0,1
1.0,0.011764705882352941,0.011764705882352941,1.0,0.0,0
0.0,1.0,1.0,1.0,1.0,1
0.0,0.2196078431372549,0.013725490196078431,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.492156862745098,0.03137254901960784,1.0,0.0,1
0.0,0.996078431372549,0.996078431372549,1.0,1.0,1
0.0,0.2901960784313726,0.03725490196078431,1.0,0.0,1
0.0,0.26666666666666666,0.0058823529411764705,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
1.0,0.0,0.0,0.5078740157480315,0.01,0
1.0,0.0,0.0,0.7322834645669292,0.01,0
1.0,0.00392156862745098,0.0058823529411764705,0.011811023622047244,0.25,0
0.0,0.9980392156862745,0.9980392156862745,1.0,1.0,1
1.0,0.00784313725490196,0.00784313725490196,0.41732283464566927,0.01,0
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.996078431372549,0.996078431372549,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.0058823529411764705,0.0,1.0,0.85,0
0.0,1.0,1.0,1.0,1.0,1
1.0,0.01568627450980392,0.01764705882352941,1.0,0.0,0
1.0,0.0,0.0,0.3464566929133858,0.01,0
0.0,0.9941176470588236,0.9941176470588236,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.5235294117647059,0.03333333333333333,1.0,0.0,1
0.0,0.9980392156862745,0.9980392156862745,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.0058823529411764705,0.011764705882352941,1.0,0.0,0
0.0,1.0,0.0,1.0,0.0,1
0.0,0.20980392156862746,0.013725490196078431,1.0,0.0,1
1.0,0.052941176470588235,0.052941176470588235,0.11811023622047244,0.03,0
0.0,0.43529411764705883,0.00392156862745098,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.22156862745098038,0.0058823529411764705,1.0,0.0,1
0.0,0.9333333333333333,0.9333333333333333,1.0,1.0,1
0.0,0.2803921568627451,0.03333333333333333,1.0,0.0,1
1.0,0.0196078431372549,0.0196078431372549,0.18503937007874016,0.02,0
0.0,0.9980392156862745,0.9980392156862745,1.0,1.0,1
1.0,0.023529411764705882,0.023529411764705882,1.0,0.0,0
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.01764705882352941,0.03333333333333333,1.0,0.0,0
0.0,0.20784313725490197,0.00196078431372549,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
1.0,0.0,0.0,0.0,1.0,1
0.0,0.4549019607843137,0.01568627450980392,1.0,0.0,1
1.0,0.0,0.01568627450980392,0.22440944881889763,0.02,0
0.0,0.19215686274509805,0.027450980392156862,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.43333333333333335,0.0058823529411764705,1.0,0.0,1
0.0,0.2529411764705882,0.03529411764705882,1.0,0.0,1
0.0,0.0,0.0,1.0,1.0,0
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.23529411764705882,0.01764705882352941,1.0,0.0,1
0.0,0.0,0.0,1.0,0.98,0
0.0,0.45098039215686275,0.00196078431372549,1.0,0.0,1
0.0,0.40980392156862744,0.00784313725490196,1.0,0.0,1
0.0,0.27450980392156865,0.029411764705882353,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,1.0,1.0,1.0,1
0.0,0.21764705882352942,0.01764705882352941,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.22549019607843138,0.023529411764705882,1.0,0.0,1
1.0,0.029411764705882353,0.029411764705882353,1.0,0.0,0
0.0,0.2627450980392157,0.01764705882352941,1.0,0.0,1
0.0,0.11372549019607843,0.027450980392156862,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
1.0,0.00392156862745098,0.00784313725490196,0.65748031496063,0.01,0
0.0,0.23333333333333334,0.011764705882352941,1.0,0.0,1
0.0,0.0,0.0,1.0,1.0,0
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.2549019607843137,0.01568627450980392,1.0,0.0,1
1.0,0.0,0.0,0.889763779527559,0.0,0
1.0,0.01764705882352941,0.01764705882352941,0.03937007874015748,0.09,0
0.0,0.0058823529411764705,0.00196078431372549,1.0,0.92,0
0.0,0.0784313725490196,0.23529411764705882,1.0,0.0,0
0.0,1.0,1.0,1.0,1.0,1
0.0,0.3941176470588235,0.00196078431372549,1.0,0.0,1
0.0,0.9980392156862745,0.9980392156862745,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.9980392156862745,0.9980392156862745,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.4843137254901961,0.03333333333333333,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.5509803921568628,0.03725490196078431,1.0,0.0,1
1.0,0.00980392156862745,0.00980392156862745,0.01968503937007874,0.17,0
0.0,1.0,1.0,1.0,1.0,1
0.0,0.24509803921568626,0.00196078431372549,1.0,0.0,1
1.0,0.0058823529411764705,0.0058823529411764705,0.3228346456692913,0.01,0
0.0,0.9980392156862745,0.9980392156862745,1.0,1.0,1
0.0,0.403921568627451,0.00196078431372549,1.0,0.0,1
1.0,0.0,0.0,0.07480314960629922,0.05,0
0.0,1.0,1.0,1.0,1.0,1
0.0,0.2372549019607843,0.041176470588235294,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
1.0,0.01568627450980392,0.01764705882352941,0.03937007874015748,0.09,0
1.0,0.00196078431372549,0.00392156862745098,1.0,0.0,0
0.0,0.9980392156862745,0.9980392156862745,1.0,1.0,1
0.0,0.2019607843137255,0.0058823529411764705,1.0,0.0,1
1.0,0.013725490196078431,0.0196078431372549,1.0,0.0,0
1.0,0.0,0.0,0.003937007874015748,0.5,0
0.0,0.49607843137254903,0.023529411764705882,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.9352941176470588,0.9352941176470588,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.0,0.0,1.0,1.0,0
0.0,0.4392156862745098,0.023529411764705882,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.9980392156862745,0.9980392156862745,1.0,1.0,1
0.0,0.2607843137254902,0.00784313725490196,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.9980392156862745,0.9980392156862745,1.0,1.0,1
0.0,0.492156862745098,0.03333333333333333,1.0,0.0,1
1.0,0.00784313725490196,0.013725490196078431,0.5787401574803149,0.01,0
0.0,0.996078431372549,0.996078431372549,1.0,1.0,1
0.0,0.0,0.0,1.0,0.94,0
0.0,1.0,1.0,1.0,1.0,1
1.0,0.0058823529411764705,0.0058823529411764705,0.33858267716535434,0.01,0
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
1.0,0.01764705882352941,0.01764705882352941,1.0,0.0,0
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
1.0,0.0058823529411764705,0.0058823529411764705,0.18110236220472442,0.02,0
0.0,1.0,1.0,1.0,1.0,1
1.0,0.0058823529411764705,0.021568627450980392,0.16535433070866143,0.02,0
0.0,1.0,1.0,1.0,1.0,1
0.0,0.5764705882352941,0.03333333333333333,1.0,0.0,1
1.0,0.0,0.0,0.4763779527559055,0.01,0
0.0,0.9470588235294117,0.9470588235294117,1.0,1.0,1
1.0,0.0,0.00196078431372549,1.0,0.0,0
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.9980392156862745,0.9980392156862745,1.0,1.0,1
1.0,0.0,0.00196078431372549,0.4448818897637795,0.01,0
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.888235294117647,0.888235294117647,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.21568627450980393,0.03529411764705882,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.21176470588235294,0.01568627450980392,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.5117647058823529,0.0196078431372549,1.0,0.0,1
0.0,0.8529411764705882,0.8529411764705882,1.0,1.0,1
0.0,0.4,0.01568627450980392,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.0,0.0,0.007874015748031496,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.8705882352941177,0.8705882352941177,1.0,1.0,1
0.0,0.9980392156862745,0.9980392156862745,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
1.0,0.03725490196078431,0.043137254901960784,1.0,0.0,0
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.8921568627450981,0.8921568627450981,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.3862745098039216,0.0392156862745098,1.0,0.0,1
0.0,0.996078431372549,0.996078431372549,1.0,1.0,1
0.0,0.5431372549019607,0.045098039215686274,1.0,0.0,1
0.0,0.996078431372549,0.996078431372549,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.11568627450980393,0.025490196078431372,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.22156862745098038,0.0058823529411764705,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.996078431372549,0.996078431372549,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.0,0.0,0.0,1.0,1
0.0,0.9980392156862745,0.9980392156862745,1.0,1.0,1
1.0,0.0,0.00196078431372549,0.015748031496062992,0.2,0
0.0,0.19607843137254902,0.0058823529411764705,1.0,0.0,1
0.0,0.0,0.0,0.2755905511811024,0.01,0
0.0,1.0,1.0,1.0,1.0,1
0.0,0.052941176470588235,0.0196078431372549,1.0,0.0,1
0.0,0.00196078431372549,0.00196078431372549,1.0,0.96,0
1.0,0.03137254901960784,0.03137254901960784,1.0,0.0,0
0.0,1.0,1.0,1.0,1.0,1
1.0,0.00392156862745098,0.00392156862745098,0.11811023622047244,0.03,0
0.0,1.0,1.0,1.0,1.0,1
1.0,0.0,0.00196078431372549,0.1220472440944882,0.03,0
0.0,0.9431372549019608,0.9431372549019608,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.5823529411764706,0.03725490196078431,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.9352941176470588,0.9352941176470588,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.4568627450980392,0.025490196078431372,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.42745098039215684,0.0196078431372549,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
1.0,0.00392156862745098,0.00392156862745098,1.0,0.0,0
0.0,0.20980392156862746,0.013725490196078431,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
1.0,0.013725490196078431,0.013725490196078431,1.0,0.0,0
0.0,1.0,1.0,1.0,1.0,1
0.0,0.2803921568627451,0.025490196078431372,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.4294117647058823,0.027450980392156862,1.0,0.0,1
0.0,0.996078431372549,0.996078431372549,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.8980392156862745,0.8980392156862745,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
1.0,0.013725490196078431,0.013725490196078431,1.0,0.0,0
0.0,1.0,0.9980392156862745,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.9980392156862745,0.9980392156862745,1.0,1.0,1
0.0,0.46862745098039216,0.00784313725490196,1.0,0.0,1
1.0,0.03333333333333333,0.03333333333333333,1.0,0.0,0
1.0,0.01764705882352941,0.01764705882352941,0.11023622047244094,0.03,0
0.0,1.0,1.0,1.0,1.0,1
0.0,0.2627450980392157,0.013725490196078431,1.0,0.0,1
0.0,0.22745098039215686,0.029411764705882353,1.0,0.0,1
0.0,0.8764705882352941,0.8764705882352941,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
1.0,0.00392156862745098,0.00392156862745098,0.8858267716535433,0.0,0
0.0,1.0,1.0,1.0,1.0,1
1.0,0.0,0.0,0.4330708661417323,0.01,0
0.0,1.0,1.0,1.0,1.0,1
1.0,0.0058823529411764705,0.01764705882352941,0.16929133858267717,0.02,0
0.0,0.27058823529411763,0.03333333333333333,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
1.0,0.0058823529411764705,0.0058823529411764705,0.06692913385826772,0.06,0
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.9980392156862745,0.9980392156862745,1.0,1.0,1
0.0,0.2901960784313726,0.013725490196078431,1.0,0.0,1
1.0,0.0,0.00196078431372549,0.41338582677165353,0.01,0
0.0,0.43529411764705883,0.021568627450980392,1.0,0.0,1
0.0,0.2803921568627451,0.025490196078431372,1.0,0.0,1
0.0,0.5176470588235295,0.013725490196078431,1.0,0.0,1
0.0,0.20588235294117646,0.0058823529411764705,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.996078431372549,0.996078431372549,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.28431372549019607,0.03333333333333333,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.22745098039215686,0.01764705882352941,1.0,0.0,1
0.0,0.19019607843137254,0.0058823529411764705,1.0,0.0,1
0.0,0.27450980392156865,0.0196078431372549,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.5078431372549019,0.03529411764705882,1.0,0.0,1
0.0,1.0,1.0,1.0,1.0,1
0.0,0.5196078431372549,0.00784313725490196,1.0,0.0,1
